groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00046993.txt,..\..\Submissions\gt4hist\00046993.txt,0.4125,0.3815789474,0.6025641026,80,76,0.4125,0.34,0.6216432866,0.66,0.66,0.66,100,100,gt4hist\00046993.txt,gt4hist,00046993.txt,0
..\..\groundtruth\00046994.txt,..\..\Submissions\gt4hist\00046994.txt,0.3719008264,0.3719008264,0.6280991736,121,121,0.3840679522,0.3227848101,0.6451214936,0.6772151899,0.6445783133,0.6604938272,166,158,gt4hist\00046994.txt,gt4hist,00046994.txt,0
..\..\groundtruth\00046995.txt,..\..\Submissions\gt4hist\00046995.txt,0.393442623,0.4126984127,0.5967741935,122,126,0.3995901639,0.3496932515,0.6243629821,0.6503067485,0.6625,0.6563467492,160,163,gt4hist\00046995.txt,gt4hist,00046995.txt,0
..\..\groundtruth\00046996.txt,..\..\Submissions\gt4hist\00046996.txt,0.4509803922,0.4509803922,0.5490196078,102,102,0.4509803922,0.3611111111,0.5905547914,0.6388888889,0.6618705036,0.6501766784,139,144,gt4hist\00046996.txt,gt4hist,00046996.txt,0
..\..\groundtruth\00046997.txt,..\..\Submissions\gt4hist\00046997.txt,0.3565217391,0.3781512605,0.6324786325,115,119,0.3655072464,0.3333333333,0.6501819262,0.6666666667,0.6794871795,0.673015873,156,159,gt4hist\00046997.txt,gt4hist,00046997.txt,0
..\..\groundtruth\00046998.txt,..\..\Submissions\gt4hist\00046998.txt,0.4434782609,0.4385964912,0.5589519651,115,114,0.4456521739,0.3717948718,0.5889700683,0.6282051282,0.6405228758,0.6343042071,153,156,gt4hist\00046998.txt,gt4hist,00046998.txt,0
..\..\groundtruth\00046999.txt,..\..\Submissions\gt4hist\00046999.txt,0.3949579832,0.3898305085,0.6075949367,119,118,0.3954831933,0.3076923077,0.6454406679,0.6923076923,0.6835443038,0.6878980892,158,156,gt4hist\00046999.txt,gt4hist,00046999.txt,0
..\..\groundtruth\00047000.txt,..\..\Submissions\gt4hist\00047000.txt,0.3008130081,0.312,0.6935483871,123,125,0.3081300813,0.25,0.7197631802,0.75,0.7455621302,0.7477744807,169,168,gt4hist\00047000.txt,gt4hist,00047000.txt,0
..\..\groundtruth\00047001.txt,..\..\Submissions\gt4hist\00047001.txt,0.3888888889,0.3714285714,0.6197183099,72,70,0.3912037037,0.2708333333,0.6635668973,0.7291666667,0.7,0.7142857143,100,96,gt4hist\00047001.txt,gt4hist,00047001.txt,0
..\..\groundtruth\00047002.txt,..\..\Submissions\gt4hist\00047002.txt,0.375,0.358974359,0.6329113924,40,39,0.375,0.3863636364,0.619266055,0.6136363636,0.6136363636,0.6136363636,44,44,gt4hist\00047002.txt,gt4hist,00047002.txt,0
..\..\groundtruth\00310010.txt,..\..\Submissions\gt4hist\00310010.txt,0.4090909091,0.4444444444,0.5726872247,110,117,0.4477272727,0.4133333333,0.5689503791,0.5866666667,0.6068965517,0.5966101695,145,150,gt4hist\00310010.txt,gt4hist,00310010.txt,0
..\..\groundtruth\00451868.txt,..\..\Submissions\gt4hist\00451868.txt,0.5555555556,0.593220339,0.4247787611,54,59,0.6191358025,0.6231884058,0.3788270577,0.3768115942,0.3880597015,0.3823529412,67,69,gt4hist\00451868.txt,gt4hist,00451868.txt,0
..\..\groundtruth\00451869.txt,..\..\Submissions\gt4hist\00451869.txt,0.6,0.8461538462,0.2222222222,5,13,0.6,0.8461538462,0.2222222222,0.1538461538,0.4,0.2222222222,5,13,gt4hist\00451869.txt,gt4hist,00451869.txt,0
..\..\groundtruth\00451870.txt,..\..\Submissions\gt4hist\00451870.txt,0.44,0.5333333333,0.5090909091,50,60,0.454,0.5882352941,0.4694754944,0.4117647059,0.593220339,0.4861111111,59,85,gt4hist\00451870.txt,gt4hist,00451870.txt,0
..\..\groundtruth\00451871.txt,..\..\Submissions\gt4hist\00451871.txt,0.4223602484,0.4833333333,0.5454545455,161,180,0.4503327418,0.3975409836,0.5748536476,0.6024590164,0.5833333333,0.5927419355,252,244,gt4hist\00451871.txt,gt4hist,00451871.txt,0
..\..\groundtruth\00451872.txt,..\..\Submissions\gt4hist\00451872.txt,0.4025974026,0.4424242424,0.5768025078,154,165,0.4291125541,0.3404255319,0.6120348451,0.6595744681,0.6300813008,0.6444906445,246,235,gt4hist\00451872.txt,gt4hist,00451872.txt,0
..\..\groundtruth\00451873.txt,..\..\Submissions\gt4hist\00451873.txt,0.39375,0.4226190476,0.5914634146,160,168,0.4121354167,0.337962963,0.6227500158,0.662037037,0.6163793103,0.6383928571,232,216,gt4hist\00451873.txt,gt4hist,00451873.txt,0
..\..\groundtruth\00451874.txt,..\..\Submissions\gt4hist\00451874.txt,0.4394904459,0.4634146341,0.5482866044,157,164,0.4581161938,0.3732718894,0.5812259984,0.6267281106,0.6126126126,0.6195899772,222,217,gt4hist\00451874.txt,gt4hist,00451874.txt,0
..\..\groundtruth\00451875.txt,..\..\Submissions\gt4hist\00451875.txt,0.4423076923,0.462962963,0.5471698113,52,54,0.4791666667,0.4576271186,0.531384922,0.5423728814,0.5245901639,0.5333333333,61,59,gt4hist\00451875.txt,gt4hist,00451875.txt,0
..\..\groundtruth\00451876.txt,..\..\Submissions\gt4hist\00451876.txt,0.3421052632,0.3697478992,0.643776824,114,119,0.3587928154,0.3223684211,0.6589163876,0.6776315789,0.6688311688,0.6732026144,154,152,gt4hist\00451876.txt,gt4hist,00451876.txt,0
..\..\groundtruth\00451877.txt,..\..\Submissions\gt4hist\00451877.txt,0.3313609467,0.3542857143,0.6569767442,169,175,0.3593688363,0.279245283,0.6783351284,0.720754717,0.704797048,0.7126865672,271,265,gt4hist\00451877.txt,gt4hist,00451877.txt,0
..\..\groundtruth\00451878.txt,..\..\Submissions\gt4hist\00451878.txt,0.2716763006,0.3038674033,0.7118644068,173,181,0.3025529865,0.2155477032,0.7383955277,0.7844522968,0.75,0.7668393782,296,283,gt4hist\00451878.txt,gt4hist,00451878.txt,0
..\..\groundtruth\00451879.txt,..\..\Submissions\gt4hist\00451879.txt,0.349112426,0.375,0.6376811594,169,176,0.3722386588,0.2803030303,0.670592821,0.7196969697,0.7011070111,0.7102803738,271,264,gt4hist\00451879.txt,gt4hist,00451879.txt,0
..\..\groundtruth\00451880.txt,..\..\Submissions\gt4hist\00451880.txt,0.2628205128,0.3113772455,0.7120743034,156,167,0.2871998372,0.2132352941,0.7479583206,0.7867647059,0.7810218978,0.7838827839,274,272,gt4hist\00451880.txt,gt4hist,00451880.txt,0
..\..\groundtruth\00451881.txt,..\..\Submissions\gt4hist\00451881.txt,0.323699422,0.3641304348,0.6554621849,173,184,0.3409922929,0.2683823529,0.6934170539,0.7316176471,0.7132616487,0.722323049,279,272,gt4hist\00451881.txt,gt4hist,00451881.txt,0
..\..\groundtruth\00451882.txt,..\..\Submissions\gt4hist\00451882.txt,0.2840909091,0.3189189189,0.6980609418,176,185,0.3140801906,0.25,0.7165300648,0.75,0.7285714286,0.7391304348,280,272,gt4hist\00451882.txt,gt4hist,00451882.txt,0
..\..\groundtruth\00451883.txt,..\..\Submissions\gt4hist\00451883.txt,0.2857142857,0.3142857143,0.6997084548,168,175,0.3073979592,0.2469635628,0.7215560199,0.7530364372,0.7380952381,0.745490982,252,247,gt4hist\00451883.txt,gt4hist,00451883.txt,0
..\..\groundtruth\00451884.txt,..\..\Submissions\gt4hist\00451884.txt,0.3222222222,0.3184357542,0.6796657382,180,179,0.352037037,0.248,0.6961157703,0.752,0.6937269373,0.7216890595,271,250,gt4hist\00451884.txt,gt4hist,00451884.txt,0
..\..\groundtruth\00451885.txt,..\..\Submissions\gt4hist\00451885.txt,0.4257425743,0.42,0.5771144279,202,200,0.4708338691,0.3409090909,0.5870254912,0.6590909091,0.5867052023,0.620795107,346,308,gt4hist\00451885.txt,gt4hist,00451885.txt,0
..\..\groundtruth\00451886.txt,..\..\Submissions\gt4hist\00451886.txt,0.4127906977,0.4540540541,0.5658263305,172,185,0.4456395349,0.3444444444,0.6007261272,0.6555555556,0.6061643836,0.6298932384,292,270,gt4hist\00451886.txt,gt4hist,00451886.txt,0
..\..\groundtruth\00451887.txt,..\..\Submissions\gt4hist\00451887.txt,0.4248704663,0.3657142857,0.6032608696,193,175,0.4394645941,0.2813688213,0.6298135431,0.7186311787,0.6116504854,0.6608391608,309,263,gt4hist\00451887.txt,gt4hist,00451887.txt,0
..\..\groundtruth\00451888.txt,..\..\Submissions\gt4hist\00451888.txt,0.5246636771,0.5181818182,0.4785553047,223,220,0.5501197109,0.4224924012,0.5057666896,0.5775075988,0.5205479452,0.5475504323,365,329,gt4hist\00451888.txt,gt4hist,00451888.txt,0
..\..\groundtruth\00451889.txt,..\..\Submissions\gt4hist\00451889.txt,0.3150684932,0.3212669683,0.6818181818,219,221,0.3209882583,0.2391304348,0.7176138286,0.7608695652,0.7313432836,0.7458143075,335,322,gt4hist\00451889.txt,gt4hist,00451889.txt,0
..\..\groundtruth\00451890.txt,..\..\Submissions\gt4hist\00451890.txt,0.3765690377,0.41796875,0.602020202,239,256,0.4186327919,0.304136253,0.6334834936,0.695863747,0.6203904555,0.6559633028,461,411,gt4hist\00451890.txt,gt4hist,00451890.txt,0
..\..\groundtruth\00451891.txt,..\..\Submissions\gt4hist\00451891.txt,0.2554744526,0.2965517241,0.7234042553,137,145,0.2943952033,0.2412451362,0.7312152688,0.7587548638,0.7303370787,0.7442748092,267,257,gt4hist\00451891.txt,gt4hist,00451891.txt,0
..\..\groundtruth\00451892.txt,..\..\Submissions\gt4hist\00451892.txt,0.4539877301,0.4733727811,0.5361445783,163,169,0.4906246957,0.3653136531,0.5651680585,0.6346863469,0.5714285714,0.6013986014,301,271,gt4hist\00451892.txt,gt4hist,00451892.txt,0
..\..\groundtruth\00451893.txt,..\..\Submissions\gt4hist\00451893.txt,0.4716157205,0.4716157205,0.5283842795,229,229,0.508915575,0.3976608187,0.5410517732,0.6023391813,0.5567567568,0.5786516854,370,342,gt4hist\00451893.txt,gt4hist,00451893.txt,0
..\..\groundtruth\00451894.txt,..\..\Submissions\gt4hist\00451894.txt,0.4464285714,0.3921568627,0.5794392523,224,204,0.4623618197,0.3355263158,0.5943646893,0.6644736842,0.6011904762,0.63125,336,304,gt4hist\00451894.txt,gt4hist,00451894.txt,0
..\..\groundtruth\00451895.txt,..\..\Submissions\gt4hist\00451895.txt,0.461928934,0.4421052632,0.5478036176,197,190,0.4831719932,0.3571428571,0.5729944475,0.6428571429,0.5901639344,0.6153846154,305,280,gt4hist\00451895.txt,gt4hist,00451895.txt,0
..\..\groundtruth\00451896.txt,..\..\Submissions\gt4hist\00451896.txt,0.4239130435,0.404494382,0.5856353591,184,178,0.4547997293,0.32,0.6051846265,0.68,0.6111111111,0.6437177281,306,275,gt4hist\00451896.txt,gt4hist,00451896.txt,0
..\..\groundtruth\00451897.txt,..\..\Submissions\gt4hist\00451897.txt,0.4074074074,0.4181818182,0.5871559633,162,165,0.4333707445,0.3214285714,0.6175686029,0.6785714286,0.6286764706,0.6526717557,272,252,gt4hist\00451897.txt,gt4hist,00451897.txt,0
..\..\groundtruth\00451898.txt,..\..\Submissions\gt4hist\00451898.txt,0.4146341463,0.4174757282,0.5839416058,205,206,0.4657084785,0.3094462541,0.6024548919,0.6905537459,0.6091954023,0.6473282443,348,307,gt4hist\00451898.txt,gt4hist,00451898.txt,0
..\..\groundtruth\00451899.txt,..\..\Submissions\gt4hist\00451899.txt,0.4482758621,0.3962264151,0.5765765766,232,212,0.4644191297,0.3059210526,0.6046150347,0.6940789474,0.6080691643,0.6482334869,347,304,gt4hist\00451899.txt,gt4hist,00451899.txt,0
..\..\groundtruth\00451900.txt,..\..\Submissions\gt4hist\00451900.txt,0.4649122807,0.4218009479,0.555808656,228,211,0.496778879,0.3758169935,0.5572129187,0.6241830065,0.5504322767,0.584992343,347,306,gt4hist\00451900.txt,gt4hist,00451900.txt,0
..\..\groundtruth\00451901.txt,..\..\Submissions\gt4hist\00451901.txt,0.4339622642,0.4392523364,0.5633802817,212,214,0.4562106918,0.3782894737,0.580145148,0.6217105263,0.592476489,0.606741573,319,304,gt4hist\00451901.txt,gt4hist,00451901.txt,0
..\..\groundtruth\00451902.txt,..\..\Submissions\gt4hist\00451902.txt,0.3820754717,0.3878504673,0.6150234742,212,214,0.4212938005,0.3289036545,0.6214863574,0.6710963455,0.6011904762,0.6342229199,336,301,gt4hist\00451902.txt,gt4hist,00451902.txt,0
..\..\groundtruth\00451903.txt,..\..\Submissions\gt4hist\00451903.txt,0.3757225434,0.3757225434,0.6242774566,173,173,0.4075745064,0.2818532819,0.6492559817,0.7181467181,0.6391752577,0.6763636364,291,259,gt4hist\00451903.txt,gt4hist,00451903.txt,0
..\..\groundtruth\00451904.txt,..\..\Submissions\gt4hist\00451904.txt,0.4309623431,0.4035087719,0.5824411135,239,228,0.4785564854,0.3402366864,0.5825047618,0.6597633136,0.5853018373,0.6203059805,381,338,gt4hist\00451904.txt,gt4hist,00451904.txt,0
..\..\groundtruth\00451905.txt,..\..\Submissions\gt4hist\00451905.txt,0.2666666667,0.2731277533,0.7300884956,225,227,0.2781657848,0.2194444444,0.750047315,0.7805555556,0.7635869565,0.771978022,368,360,gt4hist\00451905.txt,gt4hist,00451905.txt,0
..\..\groundtruth\00451906.txt,..\..\Submissions\gt4hist\00451906.txt,0.339869281,0.3647798742,0.6474358974,153,159,0.3614223467,0.2796610169,0.6769986695,0.7203389831,0.6967213115,0.7083333333,244,236,gt4hist\00451906.txt,gt4hist,00451906.txt,0
..\..\groundtruth\00451907.txt,..\..\Submissions\gt4hist\00451907.txt,0.2477477477,0.2675438596,0.7422222222,222,228,0.271956047,0.1994609164,0.7625724282,0.8005390836,0.7795275591,0.789893617,381,371,gt4hist\00451907.txt,gt4hist,00451907.txt,0
..\..\groundtruth\00451908.txt,..\..\Submissions\gt4hist\00451908.txt,0.4423076923,0.4285714286,0.5644768856,208,203,0.4723030442,0.338028169,0.5872567624,0.661971831,0.5820433437,0.6194398682,323,284,gt4hist\00451908.txt,gt4hist,00451908.txt,0
..\..\groundtruth\00451909.txt,..\..\Submissions\gt4hist\00451909.txt,0.4772727273,0.4444444444,0.5386416862,220,207,0.5077358815,0.3522012579,0.5594219192,0.6477987421,0.581920904,0.6130952381,354,318,gt4hist\00451909.txt,gt4hist,00451909.txt,0
..\..\groundtruth\00451910.txt,..\..\Submissions\gt4hist\00451910.txt,0.3101265823,0.3271604938,0.68125,158,162,0.3303270042,0.2660944206,0.7003195356,0.7339055794,0.7125,0.7230443975,240,233,gt4hist\00451910.txt,gt4hist,00451910.txt,0
..\..\groundtruth\00451911.txt,..\..\Submissions\gt4hist\00451911.txt,0.4512820513,0.4216216216,0.5631578947,195,185,0.4803846154,0.3033333333,0.5952545589,0.6966666667,0.6295180723,0.6613924051,332,300,gt4hist\00451911.txt,gt4hist,00451911.txt,0
..\..\groundtruth\00451912.txt,..\..\Submissions\gt4hist\00451912.txt,0.445,0.393442623,0.5796344648,200,183,0.4694664502,0.3074204947,0.6008220776,0.6925795053,0.5993883792,0.6426229508,327,283,gt4hist\00451912.txt,gt4hist,00451912.txt,0
..\..\groundtruth\00451913.txt,..\..\Submissions\gt4hist\00451913.txt,0.4246575342,0.4298642534,0.5727272727,219,221,0.4637608966,0.3447204969,0.5898128511,0.6552795031,0.5687331536,0.6089466089,371,322,gt4hist\00451913.txt,gt4hist,00451913.txt,0
..\..\groundtruth\00451914.txt,..\..\Submissions\gt4hist\00451914.txt,0.2640449438,0.2956989247,0.7197802198,178,186,0.2748751561,0.2546125461,0.7351165468,0.7453874539,0.7453874539,0.7453874539,271,271,gt4hist\00451914.txt,gt4hist,00451914.txt,0
..\..\groundtruth\00451915.txt,..\..\Submissions\gt4hist\00451915.txt,0.3952380952,0.320855615,0.6397984887,210,187,0.4058730159,0.2625899281,0.658059376,0.7374100719,0.6655844156,0.6996587031,308,278,gt4hist\00451915.txt,gt4hist,00451915.txt,0
..\..\groundtruth\00451916.txt,..\..\Submissions\gt4hist\00451916.txt,0.4232365145,0.4085106383,0.5840336134,241,235,0.4621286966,0.3633540373,0.583105253,0.6366459627,0.5976676385,0.6165413534,343,322,gt4hist\00451916.txt,gt4hist,00451916.txt,0
..\..\groundtruth\00451917.txt,..\..\Submissions\gt4hist\00451917.txt,0.4595744681,0.4429824561,0.5485961123,235,228,0.4913733075,0.3540372671,0.5691267927,0.6459627329,0.5652173913,0.6028985507,368,322,gt4hist\00451917.txt,gt4hist,00451917.txt,0
..\..\groundtruth\00451918.txt,..\..\Submissions\gt4hist\00451918.txt,0.3882978723,0.3274853801,0.6406685237,188,171,0.4057687437,0.2389705882,0.6673660265,0.7610294118,0.6699029126,0.7125645439,309,272,gt4hist\00451918.txt,gt4hist,00451918.txt,0
..\..\groundtruth\00451919.txt,..\..\Submissions\gt4hist\00451919.txt,0.3333333333,0.4181818182,0.6213592233,144,165,0.3774016204,0.3274336283,0.6466184828,0.6725663717,0.6440677966,0.658008658,236,226,gt4hist\00451919.txt,gt4hist,00451919.txt,0
..\..\groundtruth\00451920.txt,..\..\Submissions\gt4hist\00451920.txt,0.3785714286,0.4,0.6105263158,140,145,0.3856240981,0.2627118644,0.6702435675,0.7372881356,0.7190082645,0.7280334728,242,236,gt4hist\00451920.txt,gt4hist,00451920.txt,0
..\..\groundtruth\00451921.txt,..\..\Submissions\gt4hist\00451921.txt,0.2155172414,0.2288135593,0.7777777778,232,236,0.225523399,0.2403314917,0.7670010883,0.7596685083,0.7493188011,0.7544581619,367,362,gt4hist\00451921.txt,gt4hist,00451921.txt,0
..\..\groundtruth\00451922.txt,..\..\Submissions\gt4hist\00451922.txt,0.3936170213,0.4910714286,0.5533980583,94,112,0.4140070922,0.4444444444,0.5703684528,0.5555555556,0.5797101449,0.5673758865,138,144,gt4hist\00451922.txt,gt4hist,00451922.txt,0
..\..\groundtruth\00451923.txt,..\..\Submissions\gt4hist\00451923.txt,0.3474576271,0.384,0.633744856,118,125,0.3513097072,0.296875,0.6748116618,0.703125,0.6887755102,0.6958762887,196,192,gt4hist\00451923.txt,gt4hist,00451923.txt,0
..\..\groundtruth\00451924.txt,..\..\Submissions\gt4hist\00451924.txt,0.4473684211,0.4683544304,0.5419354839,76,79,0.4661340852,0.3867924528,0.5707927504,0.6132075472,0.5803571429,0.5963302752,112,106,gt4hist\00451924.txt,gt4hist,00451924.txt,0
..\..\groundtruth\00451925.txt,..\..\Submissions\gt4hist\00451925.txt,0.2804878049,0.3586956522,0.6781609195,82,92,0.2926829268,0.3050847458,0.7010613208,0.6949152542,0.752293578,0.7224669604,109,118,gt4hist\00451925.txt,gt4hist,00451925.txt,0
..\..\groundtruth\00451926.txt,..\..\Submissions\gt4hist\00451926.txt,0.3011363636,0.3050847458,0.6968838527,176,177,0.3125,0.2295719844,0.7266055046,0.7704280156,0.7557251908,0.7630057803,262,257,gt4hist\00451926.txt,gt4hist,00451926.txt,0
..\..\groundtruth\00451927.txt,..\..\Submissions\gt4hist\00451927.txt,0.2727272727,0.2967032967,0.7150837989,176,182,0.3073888233,0.2281368821,0.7300927361,0.7718631179,0.7302158273,0.7504621072,278,263,gt4hist\00451927.txt,gt4hist,00451927.txt,0
..\..\groundtruth\00451928.txt,..\..\Submissions\gt4hist\00451928.txt,0.265060241,0.2738095238,0.7305389222,166,168,0.2727576975,0.2234848485,0.7510714779,0.7765151515,0.7735849057,0.775047259,265,264,gt4hist\00451928.txt,gt4hist,00451928.txt,0
..\..\groundtruth\00451929.txt,..\..\Submissions\gt4hist\00451929.txt,0.323943662,0.3286713287,0.6736842105,142,143,0.3390342052,0.2546296296,0.7006352129,0.7453703704,0.71875,0.7318181818,224,216,gt4hist\00451929.txt,gt4hist,00451929.txt,0
..\..\groundtruth\00451930.txt,..\..\Submissions\gt4hist\00451930.txt,0.2781456954,0.3057324841,0.7077922078,151,157,0.2934907256,0.228,0.7378041779,0.772,0.7751004016,0.7735470942,249,250,gt4hist\00451930.txt,gt4hist,00451930.txt,0
..\..\groundtruth\00451931.txt,..\..\Submissions\gt4hist\00451931.txt,0.3269230769,0.371257485,0.6501547988,156,167,0.3564814815,0.2824427481,0.6785241347,0.7175572519,0.6886446886,0.7028037383,273,262,gt4hist\00451931.txt,gt4hist,00451931.txt,0
..\..\groundtruth\00451932.txt,..\..\Submissions\gt4hist\00451932.txt,0.248447205,0.2666666667,0.7423312883,161,165,0.2598343685,0.184501845,0.7760079165,0.815498155,0.797833935,0.8065693431,277,271,gt4hist\00451932.txt,gt4hist,00451932.txt,0
..\..\groundtruth\00451933.txt,..\..\Submissions\gt4hist\00451933.txt,0.3040935673,0.3,0.6979472141,171,170,0.3256335283,0.2170818505,0.7245993575,0.7829181495,0.7534246575,0.7678883072,292,281,gt4hist\00451933.txt,gt4hist,00451933.txt,0
..\..\groundtruth\00451934.txt,..\..\Submissions\gt4hist\00451934.txt,0.2377622378,0.2967741935,0.7315436242,143,155,0.2844197469,0.2027491409,0.754211051,0.7972508591,0.7631578947,0.7798319328,304,291,gt4hist\00451934.txt,gt4hist,00451934.txt,0
..\..\groundtruth\00451935.txt,..\..\Submissions\gt4hist\00451935.txt,0.33125,0.3592814371,0.6544342508,160,167,0.3580448718,0.2578125,0.688442162,0.7421875,0.7142857143,0.7279693487,266,256,gt4hist\00451935.txt,gt4hist,00451935.txt,0
..\..\groundtruth\00451936.txt,..\..\Submissions\gt4hist\00451936.txt,0.3333333333,0.3472222222,0.6596491228,141,144,0.3569739953,0.2805429864,0.6790977396,0.7194570136,0.6943231441,0.7066666667,229,221,gt4hist\00451936.txt,gt4hist,00451936.txt,0
..\..\groundtruth\00451937.txt,..\..\Submissions\gt4hist\00451937.txt,0.298245614,0.3142857143,0.6936416185,171,175,0.3186577555,0.2380952381,0.7193749902,0.7619047619,0.7323943662,0.7468581688,284,273,gt4hist\00451937.txt,gt4hist,00451937.txt,0
..\..\groundtruth\00451938.txt,..\..\Submissions\gt4hist\00451938.txt,0.2727272727,0.2857142857,0.7207207207,165,168,0.2863636364,0.1976744186,0.7553866537,0.8023255814,0.7900763359,0.7961538462,262,258,gt4hist\00451938.txt,gt4hist,00451938.txt,0
..\..\groundtruth\00451939.txt,..\..\Submissions\gt4hist\00451939.txt,0.3125,0.3167701863,0.6853582555,160,161,0.33625,0.2557251908,0.7017098014,0.7442748092,0.7222222222,0.7330827068,270,262,gt4hist\00451939.txt,gt4hist,00451939.txt,0
..\..\groundtruth\00451940.txt,..\..\Submissions\gt4hist\00451940.txt,0.2953020134,0.3046357616,0.7,149,151,0.311760946,0.1977186312,0.7408974233,0.8022813688,0.778597786,0.7902621723,271,263,gt4hist\00451940.txt,gt4hist,00451940.txt,0
..\..\groundtruth\00451941.txt,..\..\Submissions\gt4hist\00451941.txt,0.2530864198,0.2965116279,0.7245508982,162,172,0.2956688373,0.2205323194,0.7399970424,0.7794676806,0.7321428571,0.7550644567,280,263,gt4hist\00451941.txt,gt4hist,00451941.txt,0
..\..\groundtruth\00451942.txt,..\..\Submissions\gt4hist\00451942.txt,0.251572327,0.32,0.7125748503,159,175,0.2925939365,0.2189781022,0.7423935059,0.7810218978,0.7482517483,0.7642857143,286,274,gt4hist\00451942.txt,gt4hist,00451942.txt,0
